X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,Machining_Process,tool_condition
142.0,-1.67,43.8,142.0,-1.77,1.53,-5.83,0.111,327.0,9.18,0.000461,74.9,2.38,25.0,75.0,2.43,1.11,4.76,0.0908,326.0,10.0,0.000484,29.7,0.025,12.5,29.7,0.0,0.0,630.0,53.3,-7.5,631.0,53.3,0.0,18.2,0.909,322.0,116.0,0.176,2,1
142.0,-1.67,-56.3,142.0,-1.61,1.59,-3.3,0.0712,327.0,6.34,0.000237,75.2,2.67,-6.25,75.2,2.53,1.01,5.73,0.119,325.0,10.3,0.000643,29.7,0.0,0.0,29.7,0.0,0.0,636.0,53.4,44.3,636.0,53.3,0.0,16.1,0.9,320.0,116.0,0.174,2,1
142.0,-1.6,-43.8,142.0,-1.44,1.66,-4.52,0.0821,327.0,6.24,0.000257,75.5,2.63,18.8,75.5,2.63,0.912,6.81,0.114,325.0,10.2,0.000625,29.7,0.025,12.5,29.7,0.0,0.0,641.0,53.3,-35.6,642.0,53.3,-9.54e-07,20.7,0.897,322.0,119.0,0.174,2,1
142.0,-1.33,-37.5,142.0,-1.28,1.71,-3.23,0.0711,327.0,5.5,0.000202,75.7,2.75,12.5,75.7,2.72,0.806,4.59,0.0896,326.0,9.18,0.000487,29.7,0.0,0.0,29.7,0.0,0.0,646.0,53.5,60.6,647.0,53.3,0.0,13.0,0.968,321.0,118.0,0.186,2,1
142.0,-1.25,-93.7,142.0,-1.1,1.76,-3.42,0.0819,327.0,5.47,0.000196,76.0,2.65,18.8,76.0,2.79,0.697,5.16,0.0844,326.0,8.72,0.00047,29.7,0.0,0.0,29.7,0.0,0.0,652.0,53.5,74.0,652.0,53.3,0.0,15.8,0.872,320.0,119.0,0.165,2,1
142.0,-1.05,-56.3,142.0,-0.924,1.8,-3.25,0.0739,327.0,4.85,0.000194,76.3,2.9,31.3,76.3,2.85,0.585,2.3,0.0455,326.0,6.11,0.000255,29.7,0.025,18.8,29.7,0.0,0.0,657.0,53.3,-3.81,658.0,53.3,0.0,24.7,0.905,320.0,116.0,0.174,2,1
142.0,-0.875,-68.7,142.0,-0.743,1.83,-3.73,0.0659,327.0,3.55,0.000143,76.6,3.17,31.3,76.6,2.91,0.47,3.56,0.068,326.0,6.24,0.000428,29.7,-0.025,-6.25,29.7,0.0,0.0,663.0,53.2,-44.9,663.0,53.3,0.0,23.3,0.942,322.0,119.0,0.181,2,1
142.0,-0.7,-68.7,142.0,-0.558,1.86,-4.88,0.0868,327.0,5.07,0.000122,76.9,3.03,18.8,76.9,2.95,0.354,4.52,0.0877,326.0,10.3,0.00053,29.7,-0.025,-6.25,29.7,0.0,0.0,668.0,53.4,57.1,668.0,53.3,9.54e-07,15.2,0.803,320.0,120.0,0.153,2,1
142.0,-0.65,-106.0,142.0,-0.372,1.88,-1.45,0.0526,327.0,4.21,6.3e-05,77.2,2.95,31.3,77.2,2.98,0.237,6.78,0.118,326.0,10.1,0.000773,29.7,0.0,0.0,29.7,0.0,0.0,673.0,53.4,-1.69,674.0,53.3,-9.54e-07,18.0,0.882,321.0,114.0,0.17,2,1
151.0,-0.075,-37.5,151.0,0.0,0.0,1.19,0.0242,327.0,1.66,-2.45e-06,73.0,-0.05,-18.8,73.0,0.0,0.0,-0.259,0.0192,326.0,2.97,1.57e-06,28.5,-3.0,-12.5,28.5,-3.0,0.0,-888.0,53.4,59.3,-887.0,53.3,0.0,16.4,0.847,319.0,119.0,0.162,5,1
151.0,-0.05,-25.0,151.0,0.0,0.0,1.4,0.0226,327.0,1.91,0.0,73.0,-0.05,-18.8,73.0,0.0,0.0,-0.259,0.0199,326.0,3.17,-2.29e-07,28.2,-2.83,-6.25,28.2,-3.0,0.0,-883.0,53.3,-16.0,-882.0,53.3,0.0,21.0,0.874,321.0,121.0,0.167,5,1
151.0,0.075,37.5,151.0,0.0,0.0,0.48,0.0266,327.0,2.16,-1.3e-06,73.0,0.05,25.0,73.0,0.0,0.0,-0.74,0.0154,326.0,2.27,-9.11e-07,27.9,-2.92,-12.5,27.9,-3.0,0.0,-877.0,53.3,-7.31,-877.0,53.3,0.0,24.1,1.04,323.0,120.0,0.2,5,1
151.0,-2.72,-62.5,151.0,-3.0,0.0,-7.58,0.126,327.0,11.7,0.00076,73.0,-0.075,-31.3,73.0,0.0,0.0,0.38,0.0193,326.0,2.44,-3.46e-07,27.7,0.05,-6.25,27.7,0.0,0.0,-872.0,53.3,26.1,-871.0,53.3,9.54e-07,20.3,0.893,320.0,119.0,0.172,5,1
151.0,-2.78,56.3,151.0,-3.0,0.0,-5.6,0.0914,327.0,10.4,0.000553,73.0,-0.05,-18.8,73.0,0.0,0.0,0.0601,0.0205,326.0,2.19,0.0,27.7,-0.025,-6.25,27.7,0.0,0.0,-867.0,53.4,-7.06,-866.0,53.3,-9.54e-07,13.9,0.871,320.0,118.0,0.167,5,1
150.0,-2.75,87.5,150.0,-3.0,0.0,-3.84,0.0628,327.0,9.62,0.000344,73.0,0.0,0.0,73.0,0.0,0.0,1.66,0.0254,326.0,0.527,3.36e-08,27.7,-0.025,-12.5,27.7,0.0,0.0,-861.0,53.3,13.1,-861.0,53.3,0.0,21.9,0.904,320.0,116.0,0.175,5,1
150.0,-2.83,81.2,150.0,-3.0,0.0,-4.37,0.0685,327.0,8.74,0.000381,73.0,-0.05,-18.8,73.0,0.0,0.0,0.699,0.0234,326.0,1.16,0.0,27.7,-0.025,-12.5,27.7,0.0,0.0,-856.0,53.2,-31.6,-855.0,53.3,0.0,26.1,1.02,320.0,120.0,0.196,5,1
150.0,-3.08,31.3,150.0,-3.0,0.0,-3.75,0.073,327.0,10.2,0.000469,73.0,-0.075,-25.0,73.0,0.0,0.0,1.02,0.0154,326.0,1.05,5.86e-07,27.7,0.0,0.0,27.7,0.0,0.0,-851.0,53.4,17.3,-850.0,53.3,0.0,15.9,0.868,320.0,118.0,0.168,5,1
149.0,-3.08,18.8,149.0,-3.0,0.0,-3.89,0.0734,327.0,8.6,0.000458,73.0,0.05,25.0,73.0,0.0,0.0,-0.419,0.0179,326.0,1.12,7.62e-07,27.7,0.025,12.5,27.7,0.0,0.0,-845.0,53.4,38.1,-845.0,53.3,0.0,18.5,0.964,324.0,118.0,0.185,5,1
149.0,-3.1,0.0,149.0,-3.0,0.0,-5.23,0.1,327.0,10.0,0.000657,73.0,0.0,0.0,73.0,0.0,0.0,0.379,0.022,326.0,1.5,0.0,27.7,-0.025,-6.25,27.7,0.0,0.0,-840.0,53.4,5.44,-839.0,53.3,-9.54e-07,17.4,0.959,319.0,118.0,0.186,5,1
141.0,-0.175,-93.7,141.0,0.0,0.0,-1.95,0.052,330.0,2.09,2.4e-05,77.8,0.05,25.0,77.8,0.0,0.0,0.308,0.0292,329.0,2.12,-3.75e-06,55.7,0.025,12.5,55.7,0.0,0.0,-1720.0,0.0,0.0,-1720.0,0.0,0.0,-0.0985,2.69e-19,330.0,0.0,0.0,5,1
141.0,-0.175,-93.7,141.0,0.0,0.0,-2.54,0.0549,330.0,1.71,1.68e-05,77.8,0.025,12.5,77.8,0.0,0.0,1.22,0.0313,328.0,0.955,3.95e-06,55.7,0.025,12.5,55.7,0.0,0.0,-1720.0,-0.003,-0.75,-1720.0,0.0,0.0,0.395,2.69e-19,330.0,0.0,-1.05e-05,5,1
141.0,-0.2,-100.0,141.0,0.0,0.0,-1.99,0.0532,330.0,2.42,2.42e-05,77.8,0.05,18.8,77.8,0.0,0.0,0.685,0.0331,328.0,1.06,-8.36e-06,55.7,0.025,12.5,55.7,0.0,0.0,-1720.0,-0.001,-0.687,-1720.0,0.0,0.0,0.494,2.69e-19,329.0,0.0,-1.22e-06,5,1
141.0,-0.2,-100.0,141.0,0.0,0.0,-0.851,0.0556,330.0,3.64,7.61e-06,77.8,0.075,31.3,77.8,0.0,0.0,0.38,0.0255,328.0,1.78,-6.78e-06,55.7,0.025,12.5,55.7,0.0,0.0,-1720.0,-0.00075,-0.188,-1720.0,0.0,0.0,0.789,2.69e-19,330.0,0.0,-1.81e-06,5,1
141.0,-0.2,-106.0,141.0,0.0,0.0,-1.7,0.0523,330.0,2.93,7.85e-06,77.8,0.05,18.8,77.8,0.0,0.0,1.93,0.0301,329.0,0.713,7.68e-06,55.7,0.025,12.5,55.7,0.0,0.0,-1720.0,-0.00175,-0.687,-1720.0,0.0,0.0,0.789,2.69e-19,330.0,0.0,-2.93e-06,5,1
141.0,-0.2,-100.0,141.0,0.0,0.0,-2.24,0.0512,330.0,1.91,1.5e-05,77.8,0.025,12.5,77.8,0.0,0.0,1.69,0.0311,329.0,0.798,8.09e-06,55.7,0.025,12.5,55.7,0.0,0.0,-1720.0,0.00075,0.375,-1720.0,0.0,0.0,0.0994,2.69e-19,330.0,0.0,0.0,5,1
141.0,-0.2,-106.0,141.0,0.0,0.0,-1.95,0.0542,330.0,1.86,8.15e-06,77.8,0.05,25.0,77.8,0.0,0.0,2.45,0.0313,328.0,0.543,0.0,55.7,0.0,0.0,55.7,0.0,0.0,-1720.0,0.0,0.0,-1720.0,0.0,0.0,0.0994,2.69e-19,330.0,0.0,-2.32e-07,5,1
141.0,-0.175,-93.7,141.0,0.0,0.0,-2.2,0.0541,330.0,2.84,3.26e-05,77.8,0.025,12.5,77.8,0.0,0.0,1.22,0.0301,328.0,1.3,0.0,55.7,0.025,12.5,55.7,0.0,0.0,-1720.0,0.002,0.75,-1720.0,0.0,0.0,0.395,2.69e-19,329.0,0.0,4.17e-06,5,1
141.0,-0.2,-106.0,141.0,0.0,0.0,-0.101,0.0523,330.0,4.74,7.87e-06,77.8,0.0,6.25,77.8,0.0,0.0,1.53,0.0303,329.0,0.587,-4.07e-06,55.7,0.025,12.5,55.7,0.0,0.0,-1720.0,0.001,0.25,-1720.0,0.0,0.0,0.0995,2.69e-19,330.0,0.0,1.98e-06,5,1
141.0,-0.175,-93.7,141.0,0.0,0.0,-1.99,0.0544,330.0,2.86,3.96e-05,77.8,0.025,12.5,77.8,0.0,0.0,1.53,0.0273,328.0,1.05,0.0,55.7,0.025,12.5,55.7,0.0,0.0,-1720.0,0.0,0.0,-1720.0,0.0,0.0,0.000447,2.69e-19,330.0,0.0,-1.5e-06,5,1
160.0,-2.83,56.3,160.0,-2.94,-0.707,-4.33,0.0656,327.0,9.75,0.000384,72.4,-0.6,12.5,72.4,-0.61,3.36,-5.57,0.119,326.0,9.33,0.000132,27.7,-0.025,-12.5,27.7,0.0,0.0,2080.0,53.4,15.2,2080.0,53.3,0.0,20.7,0.754,323.0,117.0,0.144,5,1
160.0,-3.08,-6.25,160.0,-2.99,-0.349,-5.27,0.0929,327.0,10.5,0.000593,72.4,-0.3,25.0,72.4,-0.298,3.42,-4.25,0.0893,326.0,8.33,4.22e-05,27.7,-0.025,-12.5,27.7,0.0,0.0,2080.0,53.3,-33.3,2080.0,53.3,-9.54e-07,18.7,0.938,322.0,114.0,0.182,5,1
159.0,0.975,512.0,159.0,0.0,0.0,-5.36,0.169,327.0,8.68,0.000444,72.4,0.05,25.0,72.4,0.0,0.0,-2.84,0.0564,326.0,6.83,2.6e-05,27.7,-0.025,-6.25,27.7,0.0,0.0,2090.0,53.3,-13.8,2090.0,53.3,0.0,20.8,0.908,322.0,119.0,0.175,5,1
159.0,-3.03,56.3,159.0,-3.0,0.0,-5.12,0.074,327.0,8.56,0.000453,72.4,0.075,37.5,72.4,0.0,0.0,-2.07,0.047,326.0,4.71,-1.3e-05,27.7,-0.025,-12.5,27.7,0.0,0.0,2090.0,53.3,-8.69,2090.0,53.3,0.0,23.7,0.96,322.0,120.0,0.184,5,1
159.0,-3.08,25.0,159.0,-3.0,0.0,-3.58,0.0698,327.0,10.1,0.000424,72.4,0.05,18.8,72.4,0.0,0.0,-2.14,0.0402,326.0,4.32,0.0,27.7,-0.025,-12.5,27.7,0.0,0.0,2100.0,53.4,4.94,2100.0,53.3,0.0,19.5,0.845,322.0,115.0,0.164,5,1
159.0,-3.08,-6.25,159.0,-3.0,0.0,-6.37,0.0949,327.0,9.3,0.000592,72.4,0.075,31.3,72.4,0.0,0.0,-2.21,0.042,326.0,4.31,-6.45e-06,27.7,0.0,-6.25,27.7,0.0,0.0,2100.0,53.3,-13.8,2110.0,53.3,9.54e-07,22.7,0.836,323.0,120.0,0.16,5,1
158.0,-2.97,0.0,158.0,-3.0,0.0,-6.18,0.0948,327.0,9.65,0.000592,72.4,0.075,37.5,72.4,0.0,0.0,-1.45,0.0486,326.0,5.32,-6.86e-06,27.7,-0.05,-25.0,27.7,0.0,0.0,2110.0,53.3,-12.2,2110.0,53.3,-9.54e-07,20.1,0.984,322.0,117.0,0.19,5,1
158.0,-2.9,6.25,158.0,-3.0,0.0,-8.14,0.112,327.0,9.4,0.000722,72.4,0.075,37.5,72.4,0.0,0.0,-1.7,0.0416,326.0,5.31,-1.83e-05,27.7,-0.025,-12.5,27.7,0.0,0.0,2120.0,53.5,72.6,2120.0,53.3,0.0,12.9,0.783,321.0,115.0,0.145,5,1
158.0,-2.88,6.25,158.0,-3.0,0.0,-4.73,0.0849,327.0,11.9,0.000533,72.4,0.075,37.5,72.4,0.0,0.0,-2.89,0.0419,326.0,4.21,0.0,27.7,0.0,0.0,27.7,0.0,0.0,2120.0,53.2,-37.9,2120.0,53.3,0.0,25.2,0.917,322.0,120.0,0.176,5,1
157.0,-2.78,62.5,157.0,-3.0,0.0,-5.81,0.0833,327.0,8.52,0.000396,72.4,0.1,43.8,72.4,0.0,0.0,-2.4,0.0474,326.0,4.11,-1.34e-05,27.7,-0.025,-12.5,27.7,0.0,0.0,2130.0,53.3,11.1,2130.0,53.3,0.0,19.0,0.97,321.0,117.0,0.187,5,1
198.0,0.075,31.3,198.0,0.0,0.0,1.94,0.0247,330.0,4.33,-3.92e-06,158.0,-0.025,-6.25,158.0,0.0,0.0,-0.264,0.0144,328.0,1.76,3.37e-07,119.0,0.0,0.0,119.0,0.0,0.0,455.0,0.0,0.25,455.0,0.0,0.0,-0.701,2.72e-19,330.0,0.0,0.0,5,1
198.0,0.05,12.5,198.0,0.0,0.0,0.342,0.0243,330.0,1.44,0.0,158.0,-0.025,-18.8,158.0,0.0,0.0,0.851,0.0188,329.0,0.773,0.0,119.0,-0.025,-12.5,119.0,0.0,0.0,455.0,0.001,0.75,455.0,0.0,0.0,-0.491,2.72e-19,330.0,0.0,-3.27e-06,5,1
198.0,0.05,12.5,198.0,0.0,0.0,-0.938,0.0294,330.0,0.297,1.91e-06,158.0,-0.025,-6.25,158.0,0.0,0.0,0.531,0.0185,329.0,1.0,0.0,119.0,0.0,6.25,119.0,0.0,0.0,455.0,0.0,0.25,455.0,0.0,0.0,-0.491,2.72e-19,330.0,0.0,4.48e-06,5,1
198.0,-0.025,-12.5,198.0,0.0,0.0,-4.61,0.0284,330.0,6.55,0.0,158.0,0.025,12.5,158.0,0.0,0.0,0.219,0.0129,329.0,0.703,0.0,119.0,0.025,6.25,119.0,0.0,0.0,455.0,0.002,1.06,455.0,0.0,0.0,-0.221,2.72e-19,330.0,0.0,-2.19e-06,5,1
198.0,0.0,0.0,198.0,0.0,0.0,-0.619,0.0229,330.0,0.791,-1.43e-06,158.0,0.025,12.5,158.0,0.0,0.0,-1.05,0.0163,329.0,2.96,0.0,119.0,0.0,0.0,119.0,0.0,0.0,455.0,-0.001,-0.75,455.0,0.0,0.0,-0.741,2.72e-19,330.0,0.0,1.97e-06,5,1
198.0,0.0,0.0,198.0,0.0,0.0,-1.1,0.0195,330.0,2.1,0.0,158.0,-0.05,-18.8,158.0,0.0,0.0,1.31,0.0184,329.0,1.8,-4.33e-08,119.0,0.0,0.0,119.0,0.0,0.0,455.0,-0.001,-0.75,455.0,0.0,0.0,-0.491,2.72e-19,330.0,0.0,2.01e-06,5,1
198.0,0.05,12.5,198.0,0.0,0.0,-0.78,0.0383,330.0,1.25,2.44e-06,158.0,-0.025,-6.25,158.0,0.0,0.0,-0.264,0.0167,329.0,2.01,-3.8e-07,119.0,0.0,0.0,119.0,0.0,0.0,455.0,0.0,0.0,455.0,0.0,0.0,-0.451,2.72e-19,330.0,0.0,0.0,5,1
198.0,-0.025,-12.5,198.0,0.0,0.0,-0.779,0.0201,330.0,0.86,1.51e-06,158.0,0.025,12.5,158.0,0.0,0.0,-0.728,0.0192,329.0,2.61,0.0,119.0,0.0,0.0,119.0,0.0,0.0,455.0,0.002,0.75,455.0,0.0,0.0,-0.221,2.72e-19,330.0,0.0,-2.27e-06,5,1
198.0,0.025,6.25,198.0,0.0,0.0,0.979,0.0319,330.0,2.41,1.11e-06,158.0,-0.075,-31.3,158.0,0.0,0.0,-0.577,0.0154,329.0,2.86,0.0,119.0,0.0,0.0,119.0,0.0,0.0,455.0,0.001,0.0,455.0,0.0,0.0,-0.491,2.72e-19,330.0,0.0,-5.35e-06,5,1
198.0,0.025,6.25,198.0,0.0,0.0,-1.58,0.0216,330.0,1.03,-1.14e-06,158.0,0.0,0.0,158.0,0.0,0.0,-0.571,0.0278,328.0,2.3,-6.96e-07,119.0,0.0,0.0,119.0,0.0,0.0,455.0,-0.001,-0.5,455.0,0.0,0.0,-0.491,2.72e-19,330.0,0.0,0.0,5,1
159.0,-0.175,-81.2,159.0,0.0,0.0,3.53,0.0572,327.0,4.57,8.7e-06,85.4,2.72,-56.3,85.4,3.0,0.0,4.41,0.071,326.0,8.49,0.000415,27.7,0.025,12.5,27.7,0.0,0.0,-136.0,53.2,-25.7,-135.0,53.3,0.0,24.9,0.998,319.0,120.0,0.192,5,1
159.0,-0.15,-56.3,159.0,-0.073,-2.27,-1.01,0.0455,327.0,8.89,6.47e-06,85.6,3.25,18.8,85.6,3.0,-0.0519,5.24,0.0867,326.0,7.49,0.000663,27.7,-0.025,-6.25,27.7,0.0,0.0,-131.0,53.4,23.7,-130.0,53.3,0.0,18.9,0.85,319.0,115.0,0.164,5,1
159.0,-0.125,75.0,159.0,-0.299,-2.26,-2.65,0.0543,327.0,5.51,4.79e-05,85.9,3.08,25.0,85.9,2.99,-0.223,6.0,0.105,326.0,9.33,0.000729,27.7,0.025,12.5,27.7,0.0,0.0,-125.0,53.2,-37.7,-125.0,53.3,9.54e-07,23.9,0.923,321.0,121.0,0.174,5,1
159.0,-0.35,75.0,159.0,-0.524,-2.23,-6.06,0.0912,327.0,5.53,0.000127,86.2,2.92,25.0,86.2,2.95,-0.393,4.53,0.0992,326.0,11.5,0.000619,27.7,0.025,6.25,27.7,0.0,0.0,-120.0,53.4,7.19,-119.0,53.3,-9.54e-07,19.1,0.946,319.0,116.0,0.183,5,1
159.0,-0.6,68.7,159.0,-0.746,-2.2,-4.53,0.0704,327.0,5.09,0.000122,86.5,2.8,0.0,86.5,2.91,-0.56,7.44,0.112,326.0,9.5,0.000663,27.7,0.025,12.5,27.7,0.0,0.0,-115.0,53.5,86.1,-114.0,53.3,0.0,15.6,0.749,319.0,114.0,0.14,5,1
159.0,-0.875,37.5,159.0,-0.963,-2.15,-6.02,0.0792,327.0,4.56,0.000187,86.8,2.7,-43.8,86.8,2.84,-0.725,4.12,0.059,326.0,8.05,0.000325,27.7,0.0,0.0,27.7,0.0,0.0,-109.0,53.2,-52.1,-109.0,53.3,0.0,26.0,0.984,320.0,122.0,0.186,5,1
159.0,-1.05,50.0,159.0,-1.17,-2.09,-4.16,0.0854,327.0,7.48,0.000215,87.1,2.88,-31.3,87.1,2.76,-0.885,5.94,0.0989,326.0,9.31,0.000564,27.7,0.025,12.5,27.7,0.0,0.0,-104.0,53.4,19.1,-103.0,53.3,0.0,18.8,0.949,319.0,116.0,0.184,5,1
159.0,-1.23,68.7,159.0,-1.38,-2.02,-4.27,0.0757,327.0,6.36,0.000225,87.4,2.7,18.8,87.4,2.66,-1.04,7.28,0.126,326.0,10.3,0.000729,27.7,-0.025,-6.25,27.7,0.0,0.0,-98.6,53.4,5.31,-98.1,53.3,9.54e-07,20.7,0.801,320.0,116.0,0.155,5,1
159.0,-1.42,50.0,159.0,-1.58,-1.93,-4.73,0.0915,327.0,8.16,0.000291,87.6,2.53,0.0,87.6,2.55,-1.2,5.5,0.102,326.0,9.8,0.000542,27.7,0.025,12.5,27.7,0.0,0.0,-93.2,53.2,-85.4,-92.8,53.3,-9.54e-07,24.1,1.07,320.0,119.0,0.204,5,1
159.0,-1.65,62.5,158.0,-1.77,-1.84,-4.58,0.0797,327.0,7.77,0.000304,87.9,2.17,-50.0,87.9,2.43,-1.33,4.71,0.0773,326.0,8.23,0.000341,27.7,0.0,0.0,27.7,0.0,0.0,-87.9,53.4,56.9,-87.5,53.3,0.0,16.6,0.84,318.0,117.0,0.16,5,1
144.0,0.1,43.8,144.0,0.0,0.0,-3.25,0.0469,328.0,4.43,-1.34e-05,98.7,-3.15,-18.8,98.7,-3.0,0.0,-7.62,0.129,326.0,11.0,0.000895,27.7,-0.05,-25.0,27.7,0.0,0.0,1320.0,53.4,10.4,1320.0,53.3,0.0,18.8,0.823,323.0,117.0,0.16,5,1
144.0,-0.125,-68.7,144.0,0.0,0.0,-2.3,0.0523,327.0,1.78,1.57e-05,98.5,-2.95,-6.25,98.4,-3.0,0.0,-8.53,0.134,326.0,11.0,0.000884,27.7,0.025,12.5,27.7,0.0,0.0,1330.0,53.3,-70.2,1330.0,53.3,-9.54e-07,16.9,0.902,322.0,120.0,0.172,5,1
144.0,0.1,43.8,144.0,0.0,0.0,-3.27,0.0433,327.0,4.68,-1.85e-05,98.1,-3.0,-6.25,98.1,-3.0,0.0,-8.65,0.138,326.0,11.6,0.000846,27.7,-0.025,-12.5,27.7,0.0,0.0,1330.0,53.3,-30.4,1330.0,53.3,-9.54e-07,19.6,0.966,322.0,118.0,0.187,5,1
144.0,0.075,56.3,144.0,0.0,0.0,-1.89,0.0453,328.0,6.17,-6.26e-06,97.8,-2.95,18.8,97.8,-3.0,0.0,-7.31,0.121,326.0,11.8,0.000704,27.7,0.0,-6.25,27.7,0.0,0.0,1340.0,53.5,57.8,1340.0,53.3,0.0,15.5,0.757,322.0,114.0,0.145,5,1
144.0,-0.125,-68.7,144.0,0.0,0.0,-2.96,0.0502,327.0,1.2,7.55e-06,97.6,-3.03,-6.25,97.5,-3.0,0.0,-6.25,0.117,326.0,11.8,0.000772,27.7,0.025,12.5,27.7,0.0,0.0,1340.0,53.4,3.75,1340.0,53.3,0.0,16.1,0.798,323.0,120.0,0.154,5,1
144.0,-0.175,-93.7,144.0,0.0,0.0,-1.36,0.0501,327.0,2.33,2.86e-05,97.3,-3.05,-12.5,97.2,-3.0,0.0,-5.97,0.105,326.0,10.3,0.000653,27.7,0.025,12.5,27.7,0.0,0.0,1350.0,53.4,56.6,1350.0,53.3,9.54e-07,19.1,0.897,322.0,119.0,0.173,5,1
144.0,-0.125,-62.5,144.0,0.0,0.0,-2.32,0.0502,327.0,1.31,2.22e-05,97.0,-3.05,-31.3,96.9,-3.0,0.0,-5.31,0.11,326.0,11.1,0.000669,27.7,0.025,12.5,27.7,0.0,0.0,1350.0,53.3,-28.4,1350.0,53.3,-9.54e-07,16.9,0.958,322.0,115.0,0.184,5,1
144.0,-0.125,-62.5,144.0,0.0,0.0,-0.207,0.05,327.0,4.05,1.45e-05,96.6,-3.1,-37.5,96.6,-3.0,0.0,-6.1,0.118,326.0,10.8,0.000737,27.7,0.025,12.5,27.7,0.0,0.0,1360.0,53.4,27.8,1360.0,53.3,9.54e-07,20.8,0.873,321.0,116.0,0.168,5,1
144.0,-0.075,-50.0,144.0,0.0,0.0,-2.75,0.0521,327.0,1.21,7.55e-06,96.4,-2.88,-37.5,96.3,-3.0,0.0,-6.67,0.107,326.0,10.5,0.000638,27.7,0.025,6.25,27.7,0.0,0.0,1360.0,53.3,-4.69,1360.0,53.3,0.0,24.4,1.03,322.0,119.0,0.197,5,1
144.0,-0.15,-68.7,144.0,0.0,0.0,-2.0,0.0472,327.0,1.67,6.85e-06,96.1,-2.88,-43.8,96.0,-3.0,0.0,-5.82,0.0897,326.0,9.8,0.000578,27.7,0.025,12.5,27.7,0.0,0.0,1370.0,53.4,10.3,1370.0,53.3,0.0,17.2,0.902,323.0,116.0,0.174,5,1
146.0,-2.75,-43.8,146.0,-2.65,1.06,-4.72,0.0944,327.0,10.4,0.000561,103.0,-1.38,6.25,103.0,-1.41,-2.0,-3.47,0.0669,326.0,7.48,0.000202,29.7,-0.025,-6.25,29.7,0.0,0.0,-1720.0,53.3,-41.1,-1720.0,53.3,0.0,25.6,0.903,324.0,117.0,0.174,5,1
146.0,-2.47,56.3,146.0,-2.54,1.21,-5.71,0.0834,327.0,6.9,0.000477,103.0,-1.4,18.8,103.0,-1.6,-1.92,-4.31,0.072,326.0,6.6,0.000224,29.7,0.0,6.25,29.7,0.0,0.0,-1720.0,53.2,-66.1,-1720.0,53.3,-9.54e-07,25.7,1.04,319.0,117.0,0.199,5,1
146.0,-2.45,-43.8,146.0,-2.4,1.35,-5.45,0.0921,327.0,9.72,0.000448,102.0,-1.83,-43.8,102.0,-1.8,-1.82,-3.31,0.0817,326.0,8.85,0.000288,29.7,-0.025,-6.25,29.7,0.0,0.0,-1710.0,53.5,50.4,-1710.0,53.3,0.0,15.9,0.857,317.0,115.0,0.161,5,1
146.0,-2.35,-6.25,146.0,-2.27,1.48,-4.97,0.0994,327.0,8.48,0.00049,102.0,-1.95,6.25,102.0,-1.96,-1.72,-5.91,0.0979,325.0,8.21,0.000422,29.7,-0.025,-6.25,29.7,0.0,0.0,-1710.0,53.4,27.3,-1710.0,53.3,0.0,19.9,0.745,319.0,118.0,0.142,5,1
145.0,-2.17,6.25,145.0,-2.11,1.61,-6.35,0.0971,327.0,5.86,0.000466,102.0,-2.28,-31.3,102.0,-2.13,-1.6,-4.87,0.0891,325.0,7.58,0.000429,29.7,0.025,12.5,29.7,0.0,0.0,-1700.0,53.3,-20.3,-1700.0,53.3,0.0,23.9,1.02,319.0,116.0,0.195,5,1
145.0,-2.08,-12.5,145.0,-1.94,1.73,-1.67,0.0557,327.0,8.62,0.000193,102.0,-2.42,-6.25,102.0,-2.29,-1.47,-4.42,0.0974,326.0,9.58,0.000469,29.7,0.0,-6.25,29.7,0.0,0.0,-1700.0,53.3,-19.8,-1700.0,53.3,0.0,21.3,0.898,324.0,114.0,0.173,5,1
145.0,-1.77,0.0,145.0,-1.77,1.83,-5.93,0.0996,327.0,6.94,0.000415,102.0,-2.4,6.25,102.0,-2.42,-1.34,-6.66,0.111,325.0,8.96,0.000554,29.7,-0.025,-6.25,29.7,0.0,0.0,-1690.0,53.3,-26.1,-1690.0,53.3,-9.54e-07,20.6,0.888,319.0,115.0,0.172,5,1
145.0,-1.5,25.0,145.0,-1.58,1.93,-4.47,0.085,327.0,6.51,0.000258,101.0,-2.35,-12.5,101.0,-2.55,-1.2,-6.02,0.0887,326.0,7.66,0.000452,29.7,0.025,12.5,29.7,0.0,0.0,-1690.0,53.3,-10.3,-1680.0,53.3,0.0,21.2,1.01,319.0,117.0,0.193,5,1
